Rank,Team,Statistic
1,San Antonio,6.8
2,Detroit,6.0
3,Indiana,5.5
4,Minnesota,4.5
5,Sacramento,4.4
6,Dallas,4.3
7,LA Lakers,3.3
8,Brooklyn,2.5
9,Memphis,1.7
10,Houston,1.3
11,Denver,0.8
12,Miami,0.5
13,Milwaukee,0.3
14,New Orleans,-0.3
15,Okla City,-0.6
16,Golden State,-0.7
17,Utah,-1.2
18,Portland,-1.3
19,New York,-2.0
20,Boston,-2.2
21,Philadelphia,-2.5
22,Cleveland,-2.6
23,Toronto,-3.0
24,Phoenix,-3.7
25,LA Clippers,-4.6
26,Atlanta,-4.6
27,Washington,-5.6
28,Chicago,-6.4
29,Orlando,-7.0
